Age,Gender,Department,JobRole,Education,EducationLevel,MonthlyIncome,DailyRate,HourlyRate,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,OverTime,BusinessTravel,MaritalStatus,NumCompaniesWorked,TrainingTimesLastYear,StockOptionLevel,DistanceFromHome,Attrition
50,Male,Operations,Manager,Bachelor,4,1606,941,34,22,11,3,0,0,1,2,1,2,4,3,Yes,Non-Travel,Married,2,6,2,8,No
34,Male,Operations,Director,PhD,4,3252,545,96,19,0,3,1,1,13,4,3,3,4,3,No,Travel_Rarely,Married,0,4,0,1,No
29,Female,Sales,Engineer,Master,1,2720,1309,15,5,2,4,3,2,1,2,2,2,2,3,No,Travel_Rarely,Married,5,6,2,5,No
53,Female,Operations,Analyst,PhD,3,2396,169,44,23,14,14,1,0,0,4,4,4,3,3,Yes,Travel_Rarely,Married,2,4,0,1,Yes
20,Male,IT,Director,PhD,2,3107,249,38,21,18,11,11,0,6,3,2,3,3,3,No,Travel_Frequently,Married,1,4,2,1,No
18,Male,R&D,Engineer,Master,4,1393,1369,28,15,9,10,6,1,2,2,4,4,2,4,Yes,Non-Travel,Divorced,3,0,1,6,Yes
39,Female,R&D,Engineer,High School,2,3400,873,50,1,10,8,1,0,2,3,3,2,3,3,No,Travel_Rarely,Divorced,4,2,0,1,No
29,Female,R&D,Director,Master,2,2421,1222,83,0,0,14,0,2,0,4,1,3,2,3,No,Travel_Frequently,Married,1,3,1,3,No
24,Female,IT,Specialist,Master,3,3360,1401,89,23,17,0,5,0,1,1,3,1,1,3,No,Non-Travel,Divorced,1,1,1,12,Yes
42,Female,Marketing,Engineer,PhD,4,3640,1043,38,23,15,1,7,1,8,3,3,3,4,4,No,Non-Travel,Single,4,2,0,1,No
37,Female,Sales,Specialist,High School,2,5247,554,74,8,2,3,5,0,2,2,4,4,3,3,No,Travel_Frequently,Single,4,3,1,8,No
29,Female,Operations,Manager,Bachelor,4,3138,1227,69,21,12,9,0,1,1,1,2,1,3,3,No,Non-Travel,Married,1,2,1,1,No
22,Female,IT,Manager,Master,1,5081,1045,91,11,2,3,18,0,2,3,1,1,1,3,No,Travel_Frequently,Divorced,2,3,0,1,No
43,Female,R&D,Engineer,High School,1,2537,700,94,16,0,6,0,0,7,4,1,2,1,3,No,Travel_Rarely,Single,3,1,2,1,No
41,Female,Finance,Manager,Master,2,2599,752,38,24,2,0,3,0,0,4,1,1,3,3,No,Travel_Frequently,Single,2,4,0,25,Yes
34,Male,HR,Analyst,Master,4,2848,824,91,14,1,1,7,6,2,4,1,1,3,3,Yes,Non-Travel,Single,3,2,0,1,No
53,Male,Operations,Specialist,Master,2,4389,332,38,18,4,6,0,0,9,3,2,2,2,4,Yes,Non-Travel,Single,2,1,1,11,Yes
24,Male,IT,Specialist,Master,4,4086,350,68,21,5,0,7,2,0,4,1,3,2,4,No,Travel_Rarely,Divorced,8,4,1,23,No
19,Female,IT,Engineer,PhD,4,3189,178,40,9,7,2,1,0,3,3,4,4,3,3,No,Travel_Frequently,Single,2,1,3,2,No
28,Male,Sales,Manager,High School,3,1613,1175,80,11,6,1,11,0,2,2,4,3,2,4,No,Travel_Rarely,Single,1,6,0,4,Yes
34,Female,Sales,Senior,High School,3,4050,997,94,13,3,2,0,1,3,2,1,1,1,3,No,Travel_Frequently,Single,1,3,0,7,Yes
37,Female,IT,Director,High School,3,1937,1020,52,8,0,6,9,1,1,3,1,4,4,3,Yes,Travel_Frequently,Married,0,3,0,2,Yes
32,Male,R&D,Director,Master,2,1885,880,79,12,9,2,0,6,1,3,2,3,2,3,Yes,Travel_Frequently,Single,0,5,2,1,Yes
38,Female,HR,Specialist,PhD,3,1687,325,89,2,5,4,3,5,3,1,2,4,4,3,Yes,Travel_Rarely,Single,2,3,1,2,Yes
22,Male,Operations,Engineer,Master,3,2859,1174,65,20,3,0,2,3,0,4,1,1,2,3,No,Travel_Rarely,Divorced,1,5,2,7,No
49,Male,Sales,Engineer,Master,1,5463,1309,49,13,20,8,1,1,1,2,2,3,3,3,No,Non-Travel,Single,3,2,0,7,Yes
34,Male,Operations,Analyst,High School,4,1839,1157,57,20,13,2,0,1,0,2,3,4,2,3,No,Travel_Rarely,Single,2,3,2,1,No
46,Female,R&D,Junior,Master,4,6900,902,43,9,19,5,3,0,0,1,1,4,4,3,Yes,Travel_Frequently,Single,1,6,1,1,No
38,Male,Operations,Junior,Bachelor,3,4698,841,51,15,6,6,0,5,10,3,2,3,4,3,No,Travel_Frequently,Married,1,6,3,12,No
39,Female,Finance,Specialist,Master,4,1433,230,95,6,1,1,2,1,1,3,4,3,3,3,No,Travel_Frequently,Divorced,2,3,0,1,No
40,Male,Sales,Director,Bachelor,1,2461,1122,72,3,11,10,0,1,10,1,1,1,4,3,No,Travel_Rarely,Divorced,4,3,1,6,Yes
39,Male,R&D,Analyst,Master,1,1772,731,68,19,2,4,9,0,0,4,1,2,3,3,No,Non-Travel,Married,2,3,2,1,No
41,Male,R&D,Analyst,PhD,3,4156,937,53,22,5,2,0,0,2,3,4,4,3,4,No,Travel_Rarely,Married,2,1,1,9,No
48,Female,HR,Analyst,PhD,1,1818,858,56,24,0,1,0,5,0,3,4,3,4,3,No,Non-Travel,Divorced,1,5,0,11,Yes
36,Female,HR,Specialist,High School,4,1325,803,42,10,17,14,0,0,4,4,2,3,1,3,Yes,Travel_Rarely,Single,1,3,3,1,Yes
42,Female,Finance,Junior,Master,2,2532,596,43,15,1,7,1,1,4,4,4,3,4,3,Yes,Travel_Frequently,Divorced,1,4,0,1,No
34,Male,R&D,Director,Bachelor,4,5349,422,57,19,23,1,0,0,0,1,3,4,4,3,Yes,Non-Travel,Married,1,1,0,3,Yes
49,Male,Marketing,Analyst,Bachelor,2,2707,1333,17,3,19,2,2,3,7,1,1,1,2,4,No,Travel_Rarely,Single,2,3,1,1,No
28,Female,R&D,Director,Master,3,3638,714,24,21,6,8,6,0,0,1,3,2,4,3,No,Travel_Frequently,Divorced,2,5,1,2,No
53,Female,HR,Manager,Bachelor,2,3709,428,73,21,13,5,3,3,2,3,2,4,2,3,Yes,Non-Travel,Single,4,3,2,5,No
34,Female,Marketing,Engineer,PhD,1,1399,1495,28,22,9,7,2,0,12,1,4,1,2,4,No,Non-Travel,Single,3,1,0,1,No
20,Female,Sales,Engineer,Bachelor,4,1901,232,90,16,16,2,0,4,6,3,1,4,4,3,No,Travel_Frequently,Married,4,3,1,2,No
36,Female,Sales,Director,High School,2,2990,934,61,12,5,6,3,2,9,2,4,4,3,3,No,Travel_Frequently,Divorced,5,3,1,7,No
28,Female,Operations,Senior,PhD,4,2255,750,56,10,15,2,0,0,1,4,4,3,1,3,No,Travel_Rarely,Married,3,4,0,5,No
43,Male,IT,Senior,PhD,3,6989,220,46,2,6,1,4,1,0,4,2,1,4,3,No,Travel_Rarely,Divorced,2,2,3,1,No
28,Female,HR,Specialist,PhD,3,1612,705,46,8,28,5,0,0,0,2,2,3,4,3,No,Travel_Frequently,Divorced,1,6,2,5,Yes
30,Male,IT,Specialist,Master,1,1891,1064,56,5,6,18,1,0,2,1,2,3,3,3,No,Travel_Rarely,Single,3,2,1,7,Yes
18,Male,Marketing,Engineer,Master,3,3447,228,46,21,6,1,1,3,4,3,2,1,2,3,No,Travel_Frequently,Single,2,4,0,4,No
30,Female,HR,Manager,PhD,2,2177,1214,40,20,15,3,5,1,0,3,1,3,3,3,No,Travel_Frequently,Single,0,2,3,1,No
18,Female,Finance,Junior,Master,3,702,128,15,10,17,5,0,1,3,3,3,3,3,3,Yes,Travel_Rarely,Married,4,6,0,1,No
19,Male,R&D,Junior,Bachelor,1,7842,821,70,15,8,3,2,0,1,4,3,2,2,3,No,Travel_Rarely,Single,3,6,0,8,No
42,Female,Finance,Specialist,Master,4,1742,432,16,18,1,9,0,0,1,1,1,1,4,3,No,Non-Travel,Married,2,2,0,8,Yes
42,Female,Marketing,Manager,Master,4,3945,1420,95,4,6,7,3,4,3,3,4,1,3,3,No,Non-Travel,Single,0,5,0,5,No
39,Male,HR,Specialist,PhD,3,1592,1253,44,13,34,0,7,0,1,3,1,3,3,3,No,Travel_Rarely,Married,1,3,2,1,No
25,Male,Marketing,Junior,High School,2,1936,1416,85,16,13,32,1,6,5,3,3,3,4,3,No,Travel_Rarely,Divorced,6,3,1,4,No
34,Male,R&D,Director,High School,1,1324,1296,66,2,16,6,2,5,0,2,3,1,4,3,No,Travel_Rarely,Married,1,1,3,8,No
34,Female,Sales,Specialist,High School,2,2057,1043,23,3,0,9,7,0,4,3,1,1,1,3,Yes,Non-Travel,Married,3,2,0,2,Yes
23,Male,Sales,Analyst,Bachelor,1,2159,1147,36,15,6,5,2,0,0,2,2,4,3,3,No,Travel_Rarely,Married,2,4,1,1,No
50,Female,Marketing,Director,Master,3,2789,1222,48,15,10,9,2,3,0,3,4,1,1,3,Yes,Non-Travel,Divorced,4,5,3,4,No
43,Male,IT,Specialist,High School,1,2474,455,63,20,17,0,2,0,3,3,1,4,2,3,Yes,Non-Travel,Married,0,2,2,8,No
32,Male,HR,Engineer,PhD,1,1449,238,15,24,0,2,3,0,5,3,3,3,4,3,No,Non-Travel,Divorced,2,2,2,1,No
35,Male,HR,Specialist,High School,3,2293,1297,87,3,19,10,0,0,0,2,2,2,4,3,Yes,Non-Travel,Single,3,0,0,4,Yes
37,Female,Sales,Engineer,High School,2,6145,128,98,18,7,1,5,1,1,3,4,2,1,4,No,Travel_Frequently,Single,1,5,2,5,No
18,Female,Operations,Manager,Master,3,5791,1030,67,16,2,0,1,3,2,1,3,4,3,3,No,Travel_Rarely,Divorced,0,2,0,4,No
32,Male,Finance,Junior,Master,1,3743,595,97,12,3,7,0,0,0,3,4,3,2,3,No,Travel_Rarely,Married,1,2,1,5,No
28,Male,Operations,Director,Master,3,4152,1113,54,21,3,9,4,0,5,2,2,3,3,3,Yes,Travel_Frequently,Single,4,4,1,4,Yes
24,Male,R&D,Director,Bachelor,1,8353,754,59,22,7,0,1,5,4,2,3,3,3,4,No,Travel_Rarely,Married,2,6,1,1,No
32,Female,Finance,Senior,Bachelor,3,3966,927,82,23,0,9,0,2,0,1,2,1,1,3,No,Non-Travel,Married,1,1,2,1,No
52,Male,Finance,Senior,High School,4,4113,450,23,0,1,5,3,1,1,4,1,3,3,3,No,Travel_Frequently,Divorced,1,2,1,4,No
41,Female,Marketing,Junior,Master,4,1363,653,36,11,16,3,6,2,4,1,1,1,1,4,No,Non-Travel,Single,2,1,0,1,Yes
29,Male,Sales,Senior,High School,3,1709,398,32,3,1,8,6,1,1,1,4,4,4,3,Yes,Travel_Frequently,Divorced,1,2,1,5,Yes
40,Male,Operations,Director,PhD,2,2932,1315,90,10,2,2,9,2,3,2,2,2,4,3,No,Non-Travel,Divorced,3,2,1,5,Yes
